% Model:              double_sin_const-k-vals.mph
% Version:            COMSOL 5.3.1.229
% Date:               Jan 20 2020, 14:31
% Dimension:          1
% Nodes:              31
% Expressions:        1
% Description:        Point graph
% X                       Height
0                         1123.15
0.05                      1123.1499999999999
0.1                       1123.1499999999999
0.15000000000000002       1123.1499999999999
0.2                       1123.1499999999999
0.25                      1118.102601047304
0.30000000000000004       1055.6354555019145
0.35000000000000003       985.0557981029916
0.4                       917.7096228266782
0.45                      850.6622777807237
0.5                       795.9446631183631
0.55                      794.4542517167622
0.6000000000000001        753.7088171937986
0.65                      684.1435908881442
0.7000000000000001        615.672362768483
0.75                      548.6222165961339
0.8                       481.57560970680413
0.8500000000000001        470.4137016224924
0.9                       473.8493041813993
0.9500000000000001        474.53726179905215
1                         474.5389765463683
1.05                      474.5389811200227
1.1                       474.53898109901803
1.1500000000000001        474.5389810459557
1.2000000000000002        474.5389809703452
1.25                      474.538980875356
1.3                       474.53898077455574
1.35                      474.53898069740364
1.4000000000000001        474.5389806953463
1.4500000000000002        474.53898084828364
1.5                       474.5389812711381
