% Model:              double_sin_const-k-vals.mph
% Version:            COMSOL 5.3.1.229
% Date:               Jan 20 2020, 14:30
% Dimension:          1
% Nodes:              31
% Expressions:        1
% Description:        Point graph
% X                       Height
0                         1123.1499999999999
0.05                      1123.1499999999999
0.1                       1123.1499999999999
0.15000000000000002       1123.1499999999999
0.2                       1123.15
0.25                      1117.8896473992286
0.30000000000000004       1055.2044634674157
0.35000000000000003       984.6176776010713
0.4                       917.2840234831947
0.45                      850.2367106223835
0.5                       796.0722971973665
0.55                      794.6852934641402
0.6000000000000001        753.2352997098094
0.65                      683.6179003598057
0.7000000000000001        615.1864740638897
0.75                      548.1364319630395
0.8                       481.08982535218337
0.8500000000000001        470.27044252743536
0.9                       473.73467744543916
0.9500000000000001        474.4022866274048
1                         474.40394831565266
1.05                      474.4039527105378
1.1                       474.4039526186593
1.1500000000000001        474.40395243918124
1.2000000000000002        474.4039521494322
1.25                      474.4039517091032
1.3                       474.40395107520266
1.35                      474.4039502072818
1.4000000000000001        474.40394907485273
1.4500000000000002        474.40394766702053
1.5                       474.40394600400367
