% Model:              top_hat_const-k-vals.mph
% Version:            COMSOL 5.3.1.229
% Date:               Jan 20 2020, 14:21
% Dimension:          1
% Nodes:              9
% Expressions:        1
% Description:        Line graph
% cln2x                   Height
0                         404.3640205233597
1.245164373331328E-4      403.4929900084082
2.490328746662656E-4      400.87989846355373
3.739675048887998E-4      396.50718374174426
4.989021351113346E-4      390.38068679197494
6.239816664592866E-4      382.4902497324997
7.490611978072401E-4      372.84195995816816
8.745305989036199E-4      361.39751667961184
0.001                     348.1842452424615
